id,token,SLID,Disposition,Message,publish,CreatedAt,UpdatedAt
1,99bb29e2d6934c4d85bc15a8d3b2dd1f,180611-000565,,,1,2019-09-02 13:34:06.799542,2019-09-02 13:34:06.799643
